filename,cluster
adriaen-van-de-velde_cattle-and-goats-in-a-meadow-1658.jpg,2
adriaen-van-de-velde_landscape-with-shepherds.jpg,2
adriaen-van-de-velde_milking-a-cow-1666.jpg,4
adriaen-van-de-velde_portrait-of-a-couple-with-two-children-and-a-nursemaid-in-a-landscape-1667.jpg,2
adriaen-van-de-velde_reclining-herdsman.jpg,0
adriaen-van-de-velde_the-annunciation-1667.jpg,7
adriaen-van-de-velde_the-beach-at-scheveningen-1658.jpg,2
adriaen-van-de-velde_the-church-of-st-severin-in-cologne-in-a-fictive-setting-1672.jpg,2
adriaen-van-de-velde_the-farm-1666.jpg,2
adriaen-van-de-velde_the-hut-detail-1671.jpg,4
adriaen-van-de-velde_the-stone-bridge-1672.jpg,2
adriaen-van-de-venne_a-game-of-handball-with-country-palace-in-background.jpg,4
adriaen-van-de-venne_a-merry-company-in-an-arbor.jpg,4
adriaen-van-de-venne_early-depiction-of-a-dutch-telescope.jpg,1
adriaen-van-de-venne_emblem-from-cats-monita-amoris-virginei.jpg,1
adriaen-van-de-venne_illustration-1.jpg,1
adriaen-van-de-venne_illustration.jpg,6
adriaen-van-ostade_a-fight-1.jpg,7
adriaen-van-ostade_a-fight.jpg,7
adriaen-van-ostade_a-man-in-the-window.jpg,6
adriaen-van-ostade_country-concert.jpg,6
adriaen-van-ostade_cutting-the-feather.jpg,8
adriaen-van-ostade_feasting-peasants-in-a-tavern.jpg,6
adriaen-van-ostade_in-a-barn.jpg,2
adriaen-van-ostade_interior-of-a-tavern-with-violin-player.jpg,6
adriaen-van-ostade_landscape.jpg,2
adriaen-van-ostade_lawyer-in-his-study.jpg,8
adriaen-van-ostade_peasant-at-a-window-1662.jpg,6
adriaen-van-ostade_peasant-family-in-a-cottage-interior.jpg,6
adriaen-van-ostade_peasant-family.jpg,6
adriaen-van-ostade_peasants-carousing-and-dancing-outside-an-inn.jpg,4
adriaen-van-ostade_peasants-dancing-in-a-tavern.jpg,6
adriaen-van-ostade_portrait-of-a-family.jpg,6
adriaen-van-ostade_portrait-of-a-scholar.jpg,8
adriaen-van-ostade_prayer-before-the-meal.jpg,1
adriaen-van-ostade_quarrel.jpg,6
adriaen-van-ostade_tavern-scene.jpg,6
adriaen-van-ostade_the-fishwife-1.jpg,6
adriaen-van-ostade_the-schoolmaster.jpg,6
adriaen-van-ostade_the-smoker.jpg,3
adriaen-van-ostade_the-stall-keeper.jpg,8
adriaen-van-ostade_village-feast.jpg,6
adriaen-van-ostade_village-musicians-1.jpg,6
aelbert-cuyp_a-distant-view-of-dordrecht-with-a-milkmaid-and-four-cow-1650.jpg,2
aelbert-cuyp_landscape-with-shepherds-and-flock-near-rhenen.jpg,4
aelbert-cuyp_orpheus-with-animals-in-a-landscape.jpg,4
aelbert-cuyp_ubbergen-castle-1655.jpg,4
afro_feticcio.jpg,3
afro_santarossa-1974.jpg,0
agnes-martin_happy-holiday-1999.jpg,0
agnes-martin_happy-valley-1967.jpg,0
agnes-martin_leaves.jpg,0
agnes-martin_loving-love.jpg,0
agnes-martin_morning-star-1962.jpg,0
agnes-martin_night-sea-1963.jpg,0
agnes-martin_petal-1964.jpg,0
agnes-martin_starlight.jpg,0
agnes-martin_untitled-0-1975.jpg,0
agnes-martin_untitled-15-peace-1996.jpg,0
agnes-martin_untitled-1959-1.jpg,0
agnes-martin_untitled-1959.jpg,0
agnes-martin_untitled-1963.jpg,0
agnes-martin_untitled-1965.jpg,0
agnes-martin_untitled-1978-1.jpg,0
agnes-martin_untitled-1980.jpg,0
agnes-martin_untitled-white-flower-1961.jpg,0
agnolo-bronzino_a-portrait-of-giuliano-di-piero-de-medici.jpg,8
agnolo-bronzino_adoration-of-the-cross-with-the-brazen-serpent.jpg,6
agnolo-bronzino_altarpiece.jpg,6
agnolo-bronzino_eleonora-da-toledo-1543.jpg,8
agnolo-bronzino_lucrezia-panciatichi-1540.jpg,8
agnolo-bronzino_noli-me-tangere-1561.jpg,7
agnolo-bronzino_noli-me-tangere.jpg,7
agnolo-bronzino_pope-leo-x.jpg,8
agnolo-bronzino_portrait-of-andrea-doria-as-neptune.jpg,7
agnolo-bronzino_portrait-of-bia-de-medici-1542.jpg,8
agnolo-bronzino_portrait-of-cosimo-i-de-medici-1.jpg,8
agnolo-bronzino_portrait-of-cosimo-i-de-medici.jpg,8
agnolo-bronzino_portrait-of-francesco-i-de-medici-1551.jpg,8
agnolo-bronzino_portrait-of-laudomia-de-medici.jpg,8
agnolo-bronzino_saint-john-the-baptist-1553.jpg,7
agnolo-bronzino_stigmatization-of-st-francis.jpg,3
agnolo-bronzino_the-crossing-of-the-red-sea-1555.jpg,6
agnolo-bronzino_ugolino-martelli.jpg,6
agnolo-bronzino_unknown-lady.jpg,8
agnolo-bronzino_venus-cupid-and-envy.jpg,7
agostino-carracci_ann-parolini-guicciardini-1598.jpg,8
agostino-carracci_italian-scientist-ulisse-aldrovandi.jpg,8
agostino-carracci_jupiter-and-juno.jpg,7
agostino-carracci_mars-and-venus.jpg,7
agostino-carracci_ovid-and-corine.jpg,1
agostino-carracci_religion-of-priapus.jpg,1
agostino-carracci_self-portrait-of-agostino-carracci.jpg,7
agostino-carracci_the-holy-family-with-sts-anthony-abbot-catherine-and-the-infant-st-john-1582.jpg,1
agostino-carracci_the-satire-and-his-wife.jpg,1
agostino-carracci_venus-genitrice.jpg,1
agostino-carracci_venus-punishing-profane-love-1595.jpg,1
aki-kuroda_conti-nuit-1979.jpg,3
aki-kuroda_flower-bench-2007.jpg,0
aki-kuroda_untitled-1995.jpg,0
aki-kuroda_untitled-2006.jpg,0
aki-kuroda_untitled-5-1982_1.jpg,3
akseli-gallen-kallela_ad-astra-1907.jpg,7
akseli-gallen-kallela_conceptio-artis-1894.jpg,7
akseli-gallen-kallela_ilmarinen-ploughing-the-viper-field-and-the-defense-of-the-sampo-1928.jpg,6
akseli-gallen-kallela_lemmink-inen-s-mother-1897_1.jpg,7
akseli-gallen-kallela_old-woman-with-a-cat-1885.jpg,6
akseli-gallen-kallela_parisienne-1888.jpg,7
akseli-gallen-kallela_portrait-of-maxim-gorky-1906.jpg,8
akseli-gallen-kallela_spring-study-for-the-jus-lius-mausoleum-frescos-1903_1.jpg,4
akseli-gallen-kallela_stockflotte-1908.jpg,4
akseli-gallen-kallela_the-abduction-of-sampo-1905.jpg,5
akseli-gallen-kallela_the-abduction-of-sampo-1905_1.jpg,5
akseli-gallen-kallela_the-fratricide-1897.jpg,3
akseli-gallen-kallela_the-fratricide-1897_1.jpg,3
akseli-gallen-kallela_the-storm-1902.jpg,5
aladar-korosfoi-kriesch_fair-1917.jpg,4
aladar-korosfoi-kriesch_memory-1905.jpg,1
aladar-korosfoi-kriesch_the-story-of-kl-ra-z-ch-i-1911.jpg,6
aladar-korosfoi-kriesch_the-story-of-kl-ra-z-ch-ii-1911.jpg,6
albert-bierstadt_butterfly-1900.jpg,5
albert-bierstadt_new-england-landscape-1889.jpg,2
albert-bierstadt_rocky-mountain-big-horns.jpg,7
albert-bierstadt_ships-in-moonlight.jpg,2
albert-bierstadt_snow-capped-moutain-at-twilight.jpg,2
albert-bierstadt_snow-capped-moutain.jpg,2
albert-bierstadt_street-in-nassau-1878.jpg,2
albert-bierstadt_sunlight-and-shadow-1862.jpg,6
albert-bloch_blue-ravine.jpg,5
albert-bloch_cityscape-with-tower.jpg,3
albert-bloch_entombent.jpg,5
albert-bloch_figures-on-dark-ground-1916.jpg,5
albert-bloch_garden-glimpse.jpg,5
albert-bloch_head-1911.jpg,3
albert-bloch_interior.jpg,7
albert-bloch_lied-i-1914.jpg,5
albert-bloch_mountain.jpg,5
albert-bloch_night-ii-1914.jpg,5
albert-bloch_portrait-of-a-man-1911.jpg,8
albert-bloch_scherzo-1926.jpg,5
albert-bloch_souvenir-1921.jpg,6
albert-bloch_the-blue-bough-1952.jpg,5
albert-bloch_the-green-dress-1913.jpg,3
albert-bloch_three-pierrots-and-harlequin-1914.jpg,5
albert-bloch_untitled-infernal-figures.jpg,5
albert-bloch_walk-to-emmaus-1938.jpg,5
albert-gleizes_arabesque-brush-or-cubist-composition-1952.jpg,3
albert-gleizes_composition-1928.jpg,0
albert-gleizes_femme-cubiste-1921.jpg,3
albert-gleizes_femmes-cousant-1913.jpg,3
albert-gleizes_landscape-with-mill.jpg,3
albert-gleizes_portrait-de-miss-bessie-baver.jpg,6
albert-gleizes_untitled-2.jpg,3
albert-huie_the-counting-lesson-1938_1.jpg,8
albert-marquet_a-horse-in-marseille-1916.jpg,4
albert-marquet_assouan-morning.jpg,4
albert-marquet_le-jardin-du-luxembourg.jpg,2
albert-marquet_nude-on-a-blue-background-1913.jpg,7
albert-marquet_posters-at-trouville-1906.jpg,3
albert-marquet_the-artist-s-mother-1906.jpg,8
albert-marquet_view-of-agay-1905.jpg,2
alberto-carneiro_tree-game-toy-in-seven-mirrored-images-1974.jpg,4
alberto-carneiro_um-campo-depois-da-colheita-para-deleite-est-tico-do-nosso-corpo-1976.jpg,2
alberto-magnelli_decorative-panel-woman-no-2-1910.jpg,3
alberto-magnelli_femme-la-blouse-jaune-1916.jpg,3
alberto-magnelli_nude-no-1-1914.jpg,3
alberto-magnelli_the-cafe-1914.jpg,3
alberto-magnelli_the-drunk-man-1914.jpg,3
albrecht-altdorfer_alpine-landscape-with-church-1522.jpg,2
albrecht-altdorfer_christ-taking-leave-of-his-mother-1520.jpg,6
albrecht-altdorfer_emperor-maximilian-triumphal-1515-1.jpg,3
albrecht-altdorfer_friedrich-der-siegreiche.jpg,8
albrecht-altdorfer_landscape-with-a-footbridge.jpg,2
albrecht-altdorfer_landscape.jpg,1
albrecht-altdorfer_lot-and-his-daughter-1537.jpg,7
albrecht-altdorfer_mary-with-the-child-1525.jpg,8
albrecht-altdorfer_mountain-range-1530.jpg,2
albrecht-altdorfer_overall-sketch-of-the-picture-susanna-and-the-elders-1526.jpg,0
albrecht-altdorfer_passion-of-christ-1.jpg,6
albrecht-altdorfer_susanna-in-the-bath-1526.jpg,4
albrecht-altdorfer_the-battle-of-issus-fragment-1529-10.jpg,7
albrecht-altdorfer_the-battle-of-issus-fragment-1529.jpg,4
albrecht-altdorfer_the-large-spruce-1522.jpg,5
albrecht-altdorfer_the-martyrdom-of-saint-florian.jpg,4
albrecht-altdorfer_the-stigmatization-of-st-francis.jpg,7
albrecht-durer_a-life-of-the-virgin-1503.jpg,1
albrecht-durer_abduction-of-a-woman-rape-of-the-sabine-women-1495.jpg,1
albrecht-durer_adoration-fragment.jpg,7
albrecht-durer_allegory-of-eloquence.jpg,1
albrecht-durer_allegory-on-social-injustice.jpg,0
albrecht-durer_angel-fair.jpg,1
albrecht-durer_annunciation-1526.jpg,1
albrecht-durer_apollo-1.jpg,1
albrecht-durer_apostle-1.jpg,1
albrecht-durer_apostle-2.jpg,1
albrecht-durer_arrest-of-christ.jpg,1
albrecht-durer_bagpipes-players-1514.jpg,1
albrecht-durer_burkhard-of-speyer-1506.jpg,8
albrecht-durer_butter-cups-red-clover-and-plantain-1526.jpg,2
albrecht-durer_cardinal-albrecht-of-brandenburg-the-small-cardina-1519.jpg,1
albrecht-durer_cardinal-albrecht-von-brandenburg.jpg,8
albrecht-durer_caricature-of-lazarus-spengler.jpg,1
albrecht-durer_child-s-head.jpg,8
albrecht-durer_christ-among-the-doctors-in-the-temple-1503.jpg,6
albrecht-durer_christ-before-annas-1511.jpg,1
albrecht-durer_christ-being-nailed-to-the-cross-1511.jpg,1
albrecht-durer_christ-crowned-with-thorns-1512.jpg,1
albrecht-durer_christ-on-the-cross-1.jpg,1
albrecht-durer_christ-on-the-cross-2.jpg,1
albrecht-durer_christ-on-the-cross.jpg,1
albrecht-durer_christ-on-the-mount-of-olives-3.jpg,1
albrecht-durer_christ-s-entry-into-jerusalem-1511.jpg,1
albrecht-durer_christ-shown-to-the-people-1511.jpg,1
albrecht-durer_christ-taking-leave-of-his-mother-1511.jpg,1
albrecht-durer_christ-washing-peter-s-feet-1511.jpg,1
albrecht-durer_coat-of-arms-with-lion-and-rooster-1500.jpg,1
albrecht-durer_crescent-madonna.jpg,1
albrecht-durer_crucifixion-1497.jpg,7
albrecht-durer_cupid-the-honey-thief-1514.jpg,0
albrecht-durer_death-and-rider.jpg,0
albrecht-durer_death-and-wife.jpg,1
albrecht-durer_death-of-the-virgin.jpg,1
albrecht-durer_deposition-engraved-passion-1512.jpg,1
albrecht-durer_desiderius-erasmus-of-rotterdam-1526.jpg,1
albrecht-durer_design-for-all-saints-picture.jpg,6
albrecht-durer_design-for-the-fugger-chapel-in-augsburg-samson-fighting-the-philistines-2.jpg,1
albrecht-durer_design-for-the-fugger-chapel-in-augsburg-simson-with-the-doors-of-gaza.jpg,0
albrecht-durer_design-to-a-court-dress.jpg,1
albrecht-durer_draft-for-a-book-sign-lion.jpg,3
albrecht-durer_emperor-charlemagne.jpg,7
albrecht-durer_father-s-robe-god-1.jpg,1
albrecht-durer_feet-of-a-kneeling-man-1508.jpg,7
albrecht-durer_female-nude-1506.jpg,1
albrecht-durer_five-lansquenets-and-an-oriental-on-horseback-1495.jpg,1
albrecht-durer_five-male-nudes-1526.jpg,1
albrecht-durer_forest-glade-with-a-walled-fountain-by-which-two-men-are-sitting-1505.jpg,1
albrecht-durer_frederick-the-wise-elector-of-saxony-1524.jpg,1
albrecht-durer_garment-studies.jpg,1
albrecht-durer_greyhound.jpg,1
albrecht-durer_handestudien.jpg,1
albrecht-durer_hans-tucher-1499.jpg,8
albrecht-durer_hare-1502.jpg,0
albrecht-durer_hare-1528-1.jpg,7
albrecht-durer_harrowing-of-hell-1512.jpg,1
albrecht-durer_head-of-a-apostle-1509.jpg,8
albrecht-durer_head-of-a-pope.jpg,1
albrecht-durer_head-of-a-stag.jpg,5
albrecht-durer_head-of-a-walrus-1521.jpg,1
albrecht-durer_head-of-a-young-woman.jpg,8
albrecht-durer_head-of-an-old-man.jpg,1
albrecht-durer_head-of-mary.jpg,8
albrecht-durer_head-of-the-mark-1526.jpg,1
albrecht-durer_hercules-kills-the-symphalic-bird-1520.jpg,7
albrecht-durer_holy-family-crowned-by-two-angels.jpg,1
albrecht-durer_illustration-to-revelationes-sancte-birgitte-1500.jpg,1
albrecht-durer_innsbruck-seen-from-the-north.jpg,4
albrecht-durer_john.jpg,1
albrecht-durer_king-david-does-repentance.jpg,1
albrecht-durer_lamentation-for-christ-1503.jpg,6
albrecht-durer_landsknecht.jpg,1
albrecht-durer_last-supper-1510.jpg,6
albrecht-durer_lectern-with-books.jpg,1
albrecht-durer_left-arm.jpg,1
albrecht-durer_lion-1494.jpg,7
albrecht-durer_lucas-van-leyden-1521.jpg,8
albrecht-durer_lucrece-1508.jpg,8
albrecht-durer_madonna-and-child-1.jpg,0
albrecht-durer_madonna-and-child-in-half-length.jpg,1
albrecht-durer_madonna-and-child-on-the-grassy-bank.jpg,1
albrecht-durer_madonna-and-child-with-musical-angels.jpg,1
albrecht-durer_madonna-and-child-with-the-little-st-john.jpg,0
albrecht-durer_madonna-and-child.jpg,1
albrecht-durer_madonna-as-nursing-mother-and-divine-being-1511.jpg,1
albrecht-durer_madonna-by-the-tree-1513.jpg,1
albrecht-durer_madonna-by-the-wall-1514.jpg,1
albrecht-durer_madonna-crowned-by-an-angel-1520.jpg,1
albrecht-durer_madonna-crowned-by-two-angels-1518.jpg,1
albrecht-durer_madonna-nursing-1519.jpg,1
albrecht-durer_madonna-with-the-many-animals-1503.jpg,5
albrecht-durer_madonna-with-the-siskin-1506.jpg,7
albrecht-durer_man-aged-93-brush-ink-on-paper-1521.jpg,1
albrecht-durer_man-in-armor-on-horseback-1498.jpg,7
albrecht-durer_man-of-sorrows-with-hands-bound-1512.jpg,1
albrecht-durer_man-of-sorrows-with-hands-raised-1500.jpg,7
albrecht-durer_martyrdom-of-the-ten-thousand.jpg,0
albrecht-durer_mary-and-child-crowned-by-an-angel-and-st-anna.jpg,1
albrecht-durer_melancholia-1514.jpg,1
albrecht-durer_melancthon-1526.jpg,8
albrecht-durer_nude-study-nude-female-from-the-back-1495.jpg,1
albrecht-durer_nymph.jpg,1
albrecht-durer_ornaments-for-three-spoons-stalks.jpg,1
albrecht-durer_orpheus-slain-by-bacchantes-with-a-boy-running-away-1494.jpg,1
albrecht-durer_paul-the-apostle.jpg,8
albrecht-durer_perspectivist-study.jpg,0
albrecht-durer_pilate-washing-his-hands-1512.jpg,1
albrecht-durer_pine-1497.jpg,5
albrecht-durer_portrait-melchior-pfinzing.jpg,1
albrecht-durer_portrait-of-a-girl-1515.jpg,8
albrecht-durer_portrait-of-a-girl.jpg,8
albrecht-durer_portrait-of-a-man-1.jpg,8
albrecht-durer_portrait-of-a-man-john-stabius.jpg,8
albrecht-durer_portrait-of-a-young-man-1500.jpg,8
albrecht-durer_portrait-of-barbara-1490.jpg,8
albrecht-durer_portrait-of-christian-ii-king-of-denmark.jpg,1
albrecht-durer_portrait-of-conrat-verkell.jpg,1
albrecht-durer_portrait-of-felicitas-tucher-1499.jpg,7
albrecht-durer_portrait-of-hieronymus-holzschuher-1526.jpg,8
albrecht-durer_portrait-of-jobst-plankfelt.jpg,1
albrecht-durer_portrait-of-john-s-kleberger-1526.jpg,8
albrecht-durer_portrait-of-the-artist-s-mother-1514.jpg,8
albrecht-durer_putti-dancing-and-making-music-1495.jpg,0
albrecht-durer_rest-on-the-flight-to-egypt.jpg,1
albrecht-durer_rest-on-the-flight.jpg,0
albrecht-durer_right-hand-of-an-apostle.jpg,1
albrecht-durer_robe-study.jpg,1
albrecht-durer_schoolmaster-1510.jpg,1
albrecht-durer_self-portrait-at-13-1484.jpg,1
albrecht-durer_st-anna.jpg,8
albrecht-durer_st-apollonia-1521.jpg,1
albrecht-durer_st-bartholomew-1523.jpg,8
albrecht-durer_st-christopher.jpg,1
albrecht-durer_st-george-on-foot-1502.jpg,1
albrecht-durer_st-george-on-horseback-1508.jpg,1
albrecht-durer_st-jerome-in-his-study-without-cardinal-s-robes.jpg,1
albrecht-durer_st-magdalena.jpg,1
albrecht-durer_st-paul-1.jpg,1
albrecht-durer_st-sebald-in-the-niche-1520.jpg,6
albrecht-durer_st-thomas-1514.jpg,1
albrecht-durer_studies-of-a-calvary.jpg,1
albrecht-durer_studies-on-a-great-picture-of-mary-girl-s-head-and-pair-of-hands.jpg,1
albrecht-durer_studies-on-a-great-picture-of-mary-st-joseph.jpg,1
albrecht-durer_studies-on-a-great-picture-of-the-virgin-madonna-with-child-ten-saints-and-angels.jpg,0
albrecht-durer_study-of-a-christ-on-the-mount-of-olives.jpg,1
albrecht-durer_study-sheet-with-self-portrait-hand-and-cushions-1493.jpg,1
albrecht-durer_study-sheets-with-children-s-heads.jpg,1
albrecht-durer_the-adoration-of-the-holy-trinity-landauer-altar-1511.jpg,6
albrecht-durer_the-ascension-1511.jpg,1
albrecht-durer_the-austrian-saints-1517.jpg,1
albrecht-durer_the-bagpiper-1514.jpg,1
albrecht-durer_the-choir-of-the-groote-kerk-in-bergen-op-zoon.jpg,1
albrecht-durer_the-citadel-of-arco-in-the-south-tyrol.jpg,1
albrecht-durer_the-conversion-of-st-paul-1495.jpg,1
albrecht-durer_the-cross-of-christ-1.jpg,1
albrecht-durer_the-cross-of-christ.jpg,1
albrecht-durer_the-dead-christ-with-the-crown-of-thorns.jpg,0
albrecht-durer_the-death-of-mary-1510.jpg,1
albrecht-durer_the-descent-from-the-cross-1511.jpg,1
albrecht-durer_the-entombment-1511.jpg,1
albrecht-durer_the-evil-thief.jpg,1
albrecht-durer_the-fall-1511.jpg,1
albrecht-durer_the-four-apostles-right-part-st-mark-s-and-st-paul-1526.jpg,8
albrecht-durer_the-four-horsemen-of-the-apocalypse-death-famine-pestilence-and-war-1498.jpg,1
albrecht-durer_the-good-thief.jpg,1
albrecht-durer_the-holy-family-in-a-hall.jpg,1
albrecht-durer_the-holy-family-in-a-room.jpg,0
albrecht-durer_the-holy-family-with-st-john-the-magdalen-and-nicodemus-1512.jpg,1
albrecht-durer_the-imperial-crown.jpg,0
albrecht-durer_the-jabach-altarpiece-1504.jpg,7
albrecht-durer_the-knight-death-and-the-devil-1513.jpg,1
albrecht-durer_the-lamentation-for-christ-1510.jpg,1
albrecht-durer_the-large-horse-1509.jpg,7
albrecht-durer_the-last-judgment-1511.jpg,1
albrecht-durer_the-last-supper-1511.jpg,1
albrecht-durer_the-meeting-of-joachim-and-anne-at-the-golden-gate.jpg,1
albrecht-durer_the-mocking-of-christ-1511.jpg,1
albrecht-durer_the-opening-of-the-fifth-and-sixth-seals-1511.jpg,1
albrecht-durer_the-owl-in-fight-with-other-birds.jpg,3
albrecht-durer_the-penance-of-st-john-chrysostom-1496.jpg,1
albrecht-durer_the-penance-of-st-john-chrysostom.jpg,1
albrecht-durer_the-piece-of-turf-with-the-columbine.jpg,5
albrecht-durer_the-small-horse-1505.jpg,1
albrecht-durer_the-sorrows-1497.jpg,8
albrecht-durer_the-southern-hemisphere-of-the-celestial-globe-1515.jpg,0
albrecht-durer_the-trophy-bohemia.jpg,1
albrecht-durer_the-virgin-and-child-with-st-anne.jpg,8
albrecht-durer_the-woman-clothed-with-the-sun-and-the-seven-headed-dragon-1511.jpg,0
albrecht-durer_third-knot-1507.jpg,3
albrecht-durer_three-children-s-heads.jpg,8
albrecht-durer_three-peasants-in-conversation-1497.jpg,1
albrecht-durer_two-hands-holding-a-pair-of-books.jpg,7
albrecht-durer_willibald-pirckheimer-1524.jpg,1
albrecht-durer_willow-mill-1498.jpg,4
albrecht-durer_wire-drawing-mill.jpg,4
albrecht-durer_woman-s-bath.jpg,1
aldemir-martins_cesta-com-frutas-1998.jpg,3
aldemir-martins_family-of-cats-2003.jpg,3
aldemir-martins_galo-1987.jpg,3
aldemir-martins_jar-with-flowers-2001.jpg,3
aldemir-martins_vase-with-flowers-1968.jpg,3
aldemir-martins_vase-with-flowers-and-fruit-2001.jpg,3
aldemir-martins_yellow-cat-2001.jpg,3
aldo-mondino_bela-balans-1965.jpg,3
aldo-mondino_capi-e-copricapi-1993.jpg,3
aldo-mondino_cioccolatini-da-morto-1970.jpg,3
aldo-mondino_dans-des-jarres.jpg,3
aldo-mondino_iniziazione-1969.jpg,7
aldo-mondino_knawa-maroc-2002.jpg,0
aldo-mondino_settembre.jpg,0
aldo-mondino_untitled-2000.jpg,0
alekos-kontopoulos_drawing.jpg,7
alekos-kontopoulos_naked-female-form.jpg,0
alekos-kontopoulos_nude-1.jpg,0
alekos-kontopoulos_portrait.jpg,0
alekos-kontopoulos_the-forest-1938.jpg,2
